734 69
probeset	cond0	cond1	cond2	cond3	cond4	cond5	cond6	cond7	cond8	cond9	cond10	cond11	cond12	cond13	cond14	cond15	cond16	cond17	cond18	cond19	cond20	cond21	cond22	cond23	cond24	cond25	cond26	cond27	cond28	cond29	cond30	cond31	cond32	cond33	cond34	cond35	cond36	cond37	cond38	cond39	cond40	cond41	cond42	cond43	cond44	cond45	cond46	cond47	cond48	cond49	cond50	cond51	cond52	cond53	cond54	cond55	cond56	cond57	cond58	cond59	cond60	cond61	cond62	cond63	cond64	cond65	cond66	cond67	cond68
247319_at	-3.94874	-4.05603	1.21018	-4.35764	-2.63462	-2.95193	2.73034	3.01299	4.78952	-2.09797	2.46684	-4.45570	2.79623	1.09875	1.34650	2.00957	-11.13627	-34.19409	-5.05018	5.36443	-68.73651	67.00363	-12.99343	-18.32289	-2.56673	-14.58800	5.58057	-5.39113	23.79637	-2.55892	5.00770	1.17014	4.46849	0.67321	1.02191	2.29530	1.82548	0.70670	-1.02315	1.38855	-2.84840	-1.81235	-3.62579	-16.08843	-2.19531	-125.45932	3.22227	-8.11576	-5.69811	3.17502	3.33228	3.09863	-5.69128	0.91889	1.00458	-4.76111	-0.88619	-1.70288	1.54139	1.00922	-1.89664	1.79109	-1.29783	2.10025	-25.93816	-23.06466	10.10609	5.02120	-3.36247
247321_s_at	-5.36443	-27.83585	-3.37414	-7.01618	-22.06337	-4.60704	59.43670	32.32913	-2.20024	1.78200	1.56810	4.42085	1.70049	-0.94836	4.27160	-20.01772	-4.46845	3.70615	2.33484	-35.16502	7.46440	2.73843	-10.69357	6.41281	22.34065	7.67331	5.86944	9.95240	-2.64841	-12.95159	5.41364	-2.26454	6.32065	1.64522	1.98192	2.32804	3.68536	-3.94603	1.41577	1.00151	5.72515	2.39825	1.05517	9.04114	3.27070	2.23635	1.78074	-2.15315	2.21603	-1.22188	1.86079	-9.10554	-1.54015	-1.80526	-0.97787	-2.25021	-9.98008	-2.77331	-1.11944	-0.87936	-4.09858	-1.72679	-4.81132	-5.76284	-2.53858	61.90606	1.87059	2.50976	45.75734
247338_at	0.68612	1.12408	1.85899	2.45996	-7.74323	-2.10015	-0.67810	-0.61614	-0.64285	-11.09382	10.76279	35.39270	318.15443	11.61319	2.67231	4.88004	-26.13490	-2.89661	14.19019	2.37229	3.91075	1.35376	0.66099	615.16806	4.10875	-5.28642	31.08636	-3.55824	0.55642	10.71116	1.19892	-3.33307	2.18530	0.75647	6.49316	7.25327	0.88501	1.69596	6.30647	-1.52146	13.13902	9.50093	3.00999	3.08743	35.81149	-2.22024	-2.27959	-1.43810	-1.54175	5.50270	0.78265	0.94767	0.95520	0.34357	0.35496	-8.62203	-1.27098	-1.35283	0.33777	0.36328	6.78116	-3.62190	1.05371	-4.10603	2.19541	1.78014	-3.28369	-3.43146	4.03242
247354_at	0.95483	0.00000	1.35214	1.02317	-2.35125	-0.50540	4.84377	2.64193	-1.88496	0.51667	1.88496	-8.89089	-12.12677	1.50091	0.74250	32.23010	-2.75809	-1.22379	-6.92569	5.01734	25.99148	-2.54896	0.16636	-0.57118	-3.31715	-1.37394	-0.67147	-1.05998	0.24594	0.27068	0.77413	3.74465	0.23413	1.12051	0.75056	0.22878	0.53739	0.96918	-0.31546	-8.54413	-0.93888	2.08494	-7.31004	-0.80696	-0.37127	-2.15642	-1.16463	0.81422	2.72427	2.82406	1.40939	1.21329	0.82113	0.00000	0.56817	1.70951	0.56379	1.07707	-1.04800	1.75634	2.40040	-1.71702	15.32197	0.19817	-6.57881	4.26502	0.35279	0.48976	-0.58415
247376_at	-1.46076	-3.43995	-12.75246	4.81562	-1.88339	2.02657	0.34857	0.40734	0.39469	-4.61586	1.12005	-6.89299	2.72470	-0.83917	-1.53526	-3.29109	8.12956	5.59017	5.49700	13.69750	-14.83187	3.63382	-1.90291	-1.14038	-3.07643	-1.06636	-1.61114	-1.65069	-0.87150	2.60898	2.20245	1.61422	3.22227	4.22907	-23.18461	1.77732	3.57900	2.09482	-6.41230	1.69033	-3.71855	-6.80320	-3.14200	-1.15414	7.44368	5.43676	6.39535	-25.15965	3.17658	16.45868	-3.12781	-4.75255	-32.36514	0.33208	0.34119	-2.07332	1.65930	1.12490	0.36494	0.36952	-16.87143	1.41050	-2.39279	1.32338	1.87158	6.45667	-1.44673	-1.13135	-5.88235
247380_at	-1.40234	-28.57517	40.54812	-36.80503	-2.22486	-8.09227	-2.09381	-7.68873	-1.77520	21.44540	-2.11682	-3.06426	-2.47946	-4.77677	-6.44973	-3.97682	-19.39555	-80.75115	-5.05408	65.50180	10.85562	-2.70049	11.73850	3.11712	-5.46177	-3.16457	-14.87048	-2.95158	-4.46000	-3.00772	-3.65473	-3.59996	-3.39077	-3.06064	-1.86951	-58.19702	-3.19217	-2.98604	5.90396	20.64394	-3.79010	4.12157	-2.28522	2.56858	5.48084	-3.70248	-3.65484	1.65898	-8.98884	-13.66197	13.44631	2.70001	3.93876	-1.04755	-1.47764	-5.56628	-15.62973	-2.97623	-1.52475	20.58453	4.38970	1.83438	-1.73643	2.08634	200.20381	-5.49607	-8.21387	-0.99853	-5.80784
247382_at	2.34041	-34.48291	-6.05539	67.83240	1.38818	4.10102	1.04794	1.69772	1.63507	-3.81090	-7.90802	-4.93040	-2.96370	-14.05680	8.01108	2.39993	4.79767	5.09940	-3.65771	32.91277	11.33629	5.62313	0.49015	-12.60909	2.54481	-5.82382	-10.79190	-19.03690	0.58995	2.08658	1.56743	1.06967	98.27246	0.88396	2.81624	1.20978	0.99199	0.97079	-2.83154	-2.78875	-4.34483	-1.84321	-1.80169	-2.10483	-2.11305	-4.14888	-1.48953	-2.57036	-1.51438	331.37895	3.98858	1.83746	2.64916	0.68154	0.65835	17.98748	0.77989	1.05968	0.60194	0.64357	2.32575	17.14107	4.92264	-3.72666	9.90521	2.52202	-2.92664	15.82008	7.98239
247392_at	-12.39661	-12.29185	-2.08608	-22.32867	-4.05660	2.46792	21.33715	-2.90987	-3.52151	-3.29176	2.07041	-7.65239	13.68819	-1.54691	-1.32797	-17.51838	-20.97912	-2.78926	-1.88706	5.13414	-4.16247	8.61146	2.00460	-3.79868	6.00113	-2.57584	-5.42155	-5.95081	4.41071	3.24499	3.42789	2.21296	3.68231	1.76715	8.18397	2.22543	2.56509	1.83345	24.18024	34.60442	5.63459	-5.93148	-1.87603	-2.09806	-3.93292	-3.38128	-2.47007	-7.00501	-3.17762	-5.84989	-2.19639	-4.48303	4.32126	0.66210	1.17117	-2.57608	4.84928	3.14763	0.70170	1.07349	3.71231	1.34435	21.91029	3.79100	2.16438	1.24436	-28.66519	2.02216	33.36261
247401_at	-1.78977	-5.90070	2.75576	2.45895	-5.40878	-2.11575	1.11772	1.18906	1.93467	-3.06506	-3.09597	2.47938	-3.40255	-2.73368	5.70131	-37.07522	6.81078	-6.32896	-4.48059	-2.51904	-2.11876	-3.20150	13.45312	-2.40788	-2.85455	-1.84125	-8.12082	-2.87539	-4.90272	4.78654	-49.19757	4.80866	1.09192	1.76734	2.37427	3.90598	4.49656	2.12481	2.39859	-14.56693	102.23882	-1.35580	-0.71621	-1.61371	6.21915	2.74703	-1.11734	-4.41049	-0.71755	-1.57815	20.58628	2.49478	-8.58671	0.23489	0.52441	-2.62731	8.65972	0.62311	0.39960	0.24059	-3.28816	5.51001	-1.07290	17.81766	-2.42445	-10.65549	-3.89641	-3.65945	-2.56080
247694_at	-0.63170	121.64700	3.53221	-3.04395	-2.31490	3.18697	1.87214	1.24279	0.76559	-9.88023	-1.41525	1.70824	-1487.14725	-0.88297	-2.18398	-3.05459	-6.43527	-3.03187	14.44537	-6.06597	-2.17000	-37.05216	-0.67958	4.69101	17.18607	2.93833	3.64099	4.41449	-0.41692	-1.09179	-1.83386	-0.92203	-3.54482	-2.56187	-1.94366	-1.40298	-1.75294	-2.08628	-5.07047	3.57336	6.29777	-7.69238	-1.15203	22.20201	-132.56410	-2.68091	-4.44695	4.90076	-2.92907	-2.70273	-1.25243	-3.07464	-1.91728	1.30068	4.47642	-2.42900	4.73160	17.14286	3.61800	1.55179	-4.41484	-20.11578	-0.85636	-2.56345	20.17926	-6.70124	-257.50402	48.31153	-1.24011
247720_at	1.17569	3.25459	-2.36892	-5.44717	1.81231	-1.27668	-1.85250	-0.90594	-0.82937	2.70162	-51.68820	3.82199	1.98209	19.43272	-32.73843	-2.33354	5.82811	4.03264	-3.73311	-6.76300	4.59340	-11.95812	1.24515	-5.43429	7.09386	-2.23433	-8.13791	-3.97047	0.64151	6.27985	10.41437	7.91332	16.22622	4.54491	2.30696	1.94595	1.82178	2.37353	9.78168	-2.35707	3.13767	-12.38121	-6.54339	-2.68987	-2.40111	-4.53557	-1.77065	-1.94180	-1.53626	-4.67421	3.88680	3.21052	1.40685	10.34210	-2.62503	1.61797	1.42863	1.58365	-1.82185	-0.87603	3.29532	3.01271	12.77808	14.99330	-3.35422	-3.21617	0.54280	0.58637	7.98561
247735_at	-19.56531	-1.95036	3.09355	8.98255	5.88825	4.54489	1.42178	2.57041	2.51524	9.95860	-5.08984	-2.10716	-15.58041	-0.98648	8.77132	-2.82776	14.45523	2.52170	7.48365	28.04536	3.76016	10.15014	3.76800	3.91224	-2.39102	7.54590	3.67482	-7.91131	27.83275	-4.72203	12.81442	-15.11858	-2.93885	33.42055	-1.53298	-2.03214	-3.86936	-1.41940	16.27226	14.67466	1.58913	2.98896	2.78944	2.24535	4.02792	2.00522	1.34348	-1.94513	4.06506	22.72223	-7.77943	-4.13088	-3.40705	0.37884	0.35841	-4.73066	-2.30775	-0.34100	0.29943	0.30263	4.82179	-2.74644	7.92315	-1.29527	4.90838	-4.59839	5.05748	-8.01080	-28.97750
247775_at	-12.93565	-7.30144	2.02272	1.80612	-0.89272	1.32217	1.15173	1.37750	0.92607	26.42472	0.84397	-0.64247	1.20064	0.91535	0.79678	1.13703	-1.85886	-4.62121	-5.83355	-1.11290	-6.11626	-3.52693	1.19327	-1.99005	-2.26977	-1.46126	-1.41636	-16.87310	0.60615	-87.68266	3.95974	4.23608	25.49634	2.16053	1.44296	2.22169	2.71128	8.13956	1.48149	0.95049	1.78053	0.57245	-2.96517	11.17342	24.74374	-2.32964	1.45619	0.94616	-9.49190	-2.57496	-60.64972	0.72243	2.38726	-0.23293	-0.18846	-124.41960	-0.41347	-0.83741	-0.25132	-0.28059	-1.58081	-3.64316	14.03338	3.90755	-1.33220	-3.31930	0.40633	0.38453	2.51408
247776_at	-57.87710	-9.61738	1.74896	1.75283	-1.55624	-9.14924	3.62530	1.98042	1.89935	4.70869	-2.91122	-0.64808	-1.00662	1.39766	1.22636	1.84848	-2.05434	-1.67172	-1.04516	-0.99464	-1.02952	-0.94653	0.53711	-4.88827	-33.73198	-2.06837	-3.53694	-3.61281	0.53171	1.93649	-19.26741	1.51046	1.23728	3.57771	3.21067	2.01159	3.47363	2.09771	-1.34721	-0.92155	-0.95329	4.70324	-2.28212	4.61782	-3.21842	-1.93333	-0.71220	1.42299	-1.89698	-4.31990	-24.00135	2.83240	27.54517	-0.20873	-0.24699	6.96732	-1.03220	-0.84647	-0.19950	-0.20524	286.09636	-16.66667	2.41469	2.28489	-3.60589	-3.60354	3.87427	1.38969	18.68973
247780_at	-0.54164	1.15181	-1.37378	-2.06694	-0.20947	-0.23223	3.80178	0.68520	0.00000	-17.00451	-5.90478	-2.25509	0.67905	34.02279	30.86541	-9.82273	-0.16017	-0.26119	-0.20746	13.47008	-1.97341	9.55716	-0.09494	2.21323	-69.29764	2.12449	3.40740	6.59067	-0.09439	-1.47651	-0.87516	-0.79485	-0.25058	-0.13126	-0.28643	-0.12893	-0.14828	-0.13978	0.59592	-0.85476	-0.31104	-1.70951	-0.35621	0.19212	0.35112	-1.70951	-0.27024	0.89648	-0.35621	0.65337	3.80178	0.51037	-0.35058	-0.66556	-0.66556	1.14828	-1.59228	-1.59228	-0.66556	-0.66556	-0.45044	1.61105	0.59286	-0.63093	-0.23541	-1.40747	-0.22168	-1.00000	-0.37224
247781_at	10.59147	-1.24388	-42.62761	-11.75344	2.47633	0.56173	-1.21676	4.97961	-7.71395	7.56460	0.79596	1.64191	0.87992	-0.47095	-0.42630	-6.93765	-3.66578	4.14268	0.86089	-11.21675	-2.89292	3.16955	-2.14553	-3.68193	-2.84875	-1.95261	-0.94248	-5.65362	-0.66754	-1.62513	1.23339	2.31453	-2.35244	2.52693	2.92121	-1.30756	-69.19861	7.91479	3.29298	-6.26081	-1.48511	-6.89901	-1.76091	-0.89002	-0.72196	-3.82008	2.39240	-0.39003	-1.45831	-2.04641	1.57170	1.38305	7.38815	-2.22785	1.54354	-0.97258	-0.46413	-2.12730	3.21454	1.11088	5.83052	-5.92577	-2.17148	2.95271	3.09115	-0.42327	4.18082	0.67191	-13.35934
247794_at	4.00259	-5.30526	-9.43479	4.34221	-0.86059	2.36556	-0.50380	-0.47813	-0.50792	3.10005	-15.96351	-1.11347	2.80306	-7.62833	-2.17468	-14.70270	-3.98711	-3.98187	90.88182	-1.65487	-1.54147	-1.35744	0.70658	-1.70951	-1.44884	-1.57078	-1.30504	-2.63688	1.15676	-0.89205	2.75318	6.32652	-0.89926	-1.92468	-1.09692	-2.40942	8.15532	0.94710	8.48634	1.02514	-0.91326	0.51373	1.35101	1.85618	-3.40065	3.13792	-5.46531	1.59228	16.88732	14.02182	-1.29328	0.99198	-3.49160	-4.59577	0.88942	4.42710	0.51418	0.73434	1.08887	1.86549	-4.08999	-2.83377	2.17458	0.97995	-4.80894	-2.42076	-4.17425	-2.74726	4.78958
247796_at	-0.70174	3.47899	1.06070	6.57881	-0.74755	-0.74860	-0.65817	0.31654	2.31422	-1.40747	0.32170	11.26009	0.33588	6.61533	1.70951	2.38535	1.63350	-0.26557	1.44161	1.79463	-1.47477	-3.43759	3.02275	0.43353	0.42384	0.42384	0.54678	0.39678	1.41452	-2.66305	-10.62449	0.86172	-7.96617	19.15848	2.01005	-0.57351	-0.36199	0.64855	-1.56519	-7.04131	0.32692	0.47351	-1.10716	0.98075	-1.12925	-0.79628	0.38928	0.75120	-0.94877	20.58453	-0.55127	1.62678	0.30461	-0.33829	-0.19453	-0.50933	-0.41152	-1.85454	-0.36802	-0.27778	14.12967	0.34401	17.32637	1.99442	-24.77840	-0.41630	0.00000	1.38642	-3.27425
247797_at	-0.41027	-2.93223	-2.88724	1.54877	-1.73460	-0.40946	-0.53348	2.17660	-2.58382	4.21054	-1.84990	-1.01534	1.04800	1.03002	3.22227	1.40116	2.23484	0.81007	-0.46921	-2.17660	-0.91957	-0.65636	0.50614	1.73878	3.16428	2.94563	1.68140	3.16428	-12.82010	3.28025	2.40942	1.11971	-11.43343	16.97975	1.00000	0.52915	-1.00000	0.75647	-11.43343	2.17660	2.68840	1.17925	-1.16303	1.65092	-0.78118	5.88495	4.26502	-6.57881	0.92104	16.28650	1.22036	0.61931	2.29306	0.67967	0.38051	-7.27254	0.39188	0.71503	-4.72804	1.26824	47.24869	-0.39155	-0.69087	0.37749	1.11054	2.29306	2.06004	-2.58382	-0.54113
247813_at	-1.98875	-12.75695	1.08574	2.93712	-1.83039	-2.33784	0.41945	0.38832	0.36462	9.30856	27.53126	1.58331	-11.36973	7.02180	5.14305	3.43032	26.52784	-4.69965	-5.83820	-4.14330	-2.86978	-2.98841	-0.99724	-16.47454	-3.35311	-3.87317	80.78364	-7.29728	-0.59623	-6.19262	-23.77454	11.14978	3.98314	31.87934	8.72276	-5.29587	-9.25396	5.74948	8.40379	-4.41964	-16.64326	-0.67905	-1.29787	-3.00874	-5.86835	13.16363	-2.50301	-1.76471	-1.16620	-3.66349	-178.52850	-3.02434	-2.87886	0.43110	0.40694	-1.87293	0.39813	0.43493	0.45161	0.40831	9.58436	1.34418	-1.24140	-3.22460	-1.94124	-2.41041	0.68766	0.78450	-2.74120
247864_s_at	1.32366	3.70547	1.23775	1.44490	-254.26933	-4.16522	1.66830	1.27884	2.02997	55.59376	1.23375	-5.26987	0.80665	-33.22303	-4.26158	5.41943	-2.51124	-2.82814	-8.68122	1.21686	0.72682	0.85233	1.08609	8.38651	3.08751	3.49555	63.55437	-4.52464	1.18729	1.77393	1.42767	-8.81576	122.86001	1.00218	-1.54230	1.30199	1.25213	1.76185	-5.84089	0.92699	1.32038	0.96063	1.03196	1.56283	-24.04188	3.21647	0.50489	-11.19768	1.92297	-5.09172	1.76934	1.24435	1.03214	0.60671	0.54192	2.69384	-3.71879	91.37947	0.58682	0.67288	-87.07992	3.31472	0.48217	7.60931	0.58342	0.39195	-0.92195	-0.87660	3.14398
247916_at	-5.30659	-3.51765	4.22315	-4.73064	20.46627	-4.70717	1.26640	0.67334	0.84106	-20.34190	-8.01293	-23.99346	-6.23497	-1.73160	2.77080	3.07205	12.23921	2.10403	-1.98558	10.82260	2.26795	4.67358	1.42053	-3.55058	4.76772	-38.41086	4.45353	7.60853	2.44491	1.73427	1.81984	1.52946	1.08532	1.51644	2.31923	1.09714	1.44748	1.75296	6.24842	1.37643	-344.84061	1.73217	-28.24433	4.20097	2.26759	-24.10096	8.76121	1.25837	-3.00391	1.51902	3.32426	1.30479	13.62007	0.62349	0.58781	-5.56887	1.34184	1.06799	0.74372	0.49968	-1.63350	5.93257	-1.08987	5.04590	-6.84716	-9.55959	-0.74642	-0.55440	-3.97027
247924_at	-0.78058	-0.90026	1.43767	-43.93692	1.50142	-2.95118	0.73896	0.74720	1.22952	-128.92507	-1.94145	1.91184	-2.30404	-0.37749	7.99391	-0.47935	0.72276	0.35469	0.42721	7.80103	-2.04944	-4.98967	-2.00336	1.33506	-2.47573	1.18795	1.04212	1.61797	-1.32348	-0.59124	-0.44923	-0.45082	-0.77801	-0.88391	-2.55118	-0.59194	-0.50319	-0.54384	1.33836	0.63011	0.38693	-10.43132	2.75729	6.06933	-1.38312	-2.10567	0.53834	-0.59290	-12.26709	11.85752	-1.21502	-1.01150	4.98763	0.50431	1.42711	-1.22748	0.54353	-63.13877	0.43807	1.77290	1.89055	-0.85896	1.17286	-0.45916	-59.35005	6.80637	0.20378	0.24879	5.29166
247936_at	-1.04009	-8.77210	148.67980	10.19374	-23.77712	-13.06576	7.68057	1.86069	1.83375	-2.78780	-1.27167	-11.22354	-1.98591	-30.64880	6.55274	34.94637	-5.32343	-3.93744	-30.84375	-13.79855	-3.05428	-23.04541	-1.49453	-8.41570	-3.28997	-2.16322	-6.26829	-5.58255	-1.30778	-33.87005	2.28474	6.70209	1.42145	1.87320	3.30069	2.27481	1.58136	1.88674	1.88896	2.85005	126.67233	-2.77732	-1.94336	-5.77218	43.14748	6.67659	8.69411	-4.68471	-2.08503	3.86179	-170.86055	1.85263	-22.62003	-0.92787	-1.39027	-7.20352	-0.82414	-1.27385	-1.15544	-1.29870	3.38579	4.18707	-1.20471	-18.17287	-5.09797	-14.57456	-2.81562	-4.10264	-4.22442
247982_at	2.16543	-22.74607	4.89908	19.25807	12.22352	2.33859	1.47434	1.33976	1.46819	27.18958	-1.43961	-2.07734	-7.09429	1.17935	3.09249	0.99610	-6.99871	-12.72739	-38.14680	-15.27812	-5.82585	-13.73997	1.97728	14.08905	37.52547	15.77245	-45.01209	-6.47851	3.58930	-6.38463	31.13951	-9.41144	-1.71395	-2.92036	-1.60671	-3.40544	-3.09795	-2.90203	18.61599	-6.11009	5.32727	7.15089	24.67495	57.10239	-17.15062	-2.30438	-3.01199	-3.07405	-3.17925	-22.80833	2.54759	9.10255	5.28832	-0.28113	-0.26449	4.19639	-4.23731	-2.07830	-0.22304	-0.20974	8.01017	316.63817	4.27808	5.07218	-4.38226	-1.62131	-2.13560	-2.56948	-8.24926
247989_at	1.11270	2.75990	-2.93399	-32.49140	-3.96501	-4.94219	-3.06290	-1.83345	-2.53580	-7.21056	-1.88821	10.28761	-9.20363	-7.45778	-9.06347	-7.36997	-7.76423	-4.50792	-4.92771	5.50996	27.92096	-9.91957	1.62489	-7.50101	3.86373	-8.48324	-5.22022	-82.10857	1.85394	1.12761	2.40560	2.08573	2.37190	6.15953	2.75264	1.31387	1.34863	2.54865	-0.97398	-0.64564	-1.57333	-3.83779	-39.36974	-2.40687	-1.56728	-0.94666	-1.43478	-1.68294	-1.67108	-4.14821	2.05019	3.24581	1.14216	0.64301	0.66138	-4.24113	-3.41260	-1.84421	0.48552	0.50380	4.15267	-6.30485	0.87441	7.15481	-11.78561	7.89639	-8.17048	2.56415	3.99388
248029_at	-122.80225	190.96184	-4.70700	4.85497	1.10944	1.54593	1.90418	12.21721	3.74096	-3.01927	-1.14974	5.58456	-2.51796	-3.62273	0.98875	8.06816	1.20400	3.18478	2.47920	-3.99025	-5.22152	-2.77260	2.38838	3.94244	-3.62799	1.61635	1.86272	3.39444	1.37626	-1.02689	-4.48437	-1.24256	-2.76673	8.22378	-15.86284	-1.75687	-1.20588	-6.13168	1.95376	49.27040	3.79287	-1.53766	-1.61183	3.62483	1.82478	-10.32402	11.34853	-18.97789	-2.15467	-7.03187	-3.43447	-2.19899	-1.73695	-0.62488	-0.60934	-1.93266	-1.53245	-2.98125	-0.52665	-0.64238	-7.31458	4.44381	2.88103	-0.90954	4.75932	2.43175	0.70141	0.57172	-6.69444
248088_at	0.87312	2.42644	-26.13741	-8.54652	-4.14924	-0.48766	4.45165	199.91500	24.34121	-7.82133	-4.17824	-16.03499	-2.92954	-5.71518	-1.37888	3.30510	-1.74858	3.23211	-0.77757	698.57678	13.65442	381.23084	31.75021	-2.70815	7.56291	-8.91849	-1.63239	-3.33088	10.77574	1.37105	2.49078	3.51728	-2.07081	-1.71219	-2.00546	4.50569	-3.50453	6.11755	5.82712	-1.19914	-3.31674	-10.21756	-7.22985	2.74918	2.95087	-5.87168	-1.62153	-2.87720	-1.25909	-4.13374	1.23479	1.67083	1.75494	0.70491	0.85237	-30.86026	0.77814	0.78399	0.82263	1.79789	2.11072	2.58200	1.29245	2.33494	-32.11013	5.78550	-1.88111	-1.87226	5.66748
248197_at	0.95483	-2.35220	1.90443	-0.76152	-0.84644	9.53351	0.68846	-3.68089	-1.78931	-1.62385	1.40949	-0.94523	7.50565	0.91587	6.06339	1.13942	-81.61759	-1.39000	1.66342	-2.79159	-11.45509	0.91836	2.52835	0.40879	0.33300	0.66183	0.41962	0.58056	-1.55314	1.09202	2.36152	0.81807	0.71548	0.95257	1.51423	2.47843	0.95046	1.94950	5.64165	0.64201	-3.26999	4.51720	0.83407	-0.98378	10.31358	5.66813	1.47579	4.21803	1.19209	-1.62500	-1.09325	-1.63696	-4.31987	-0.50999	1.67186	-1.96707	15.45459	0.72117	-0.29017	0.95058	-0.54220	1.15943	-1.43481	-1.53460	-3.85970	-0.92245	2.20249	2.26242	-1.00848
248248_at	0.77677	0.73534	10.46326	6.53630	-0.88220	-3.77113	-0.92870	-0.97612	-1.04064	9.78362	3.57880	-3.77982	-3.69164	2.64230	1.30762	1.76267	-0.87095	-0.60657	-0.68407	-3.76452	-5.42545	-20.95792	-1.01057	89.76211	-10.82673	-12.42392	-4.35033	4.47247	-0.71607	3.52847	1.90025	2.57877	14.52396	2.99185	-12.96093	3.91168	2.22673	142.32594	-1.76111	-0.79861	-2.26733	8.96051	-1.91037	5.31396	-4.37051	-2.53763	-3.05685	2.79893	-1.85094	34.23115	6.06232	2.42450	1.72839	0.76934	0.71651	-16.81077	2.40435	1.73733	0.63963	0.54033	-1.80541	2.16373	0.92432	-3.53766	46.12230	9.02543	3.07674	0.80080	3.97530
248283_at	4.15400	-1.83742	3.60769	-16.50903	7.87451	3.55485	1.29096	1.56586	1.52241	-6.10601	-5.67380	-6.83450	-5.26997	-0.66767	-3.76171	-1.37865	3.74802	1.28781	6.71426	9.10238	8.13144	-20.94319	-2.84732	21.26442	-5.43167	19.93606	6.47084	13.33582	-5.78265	-1.31613	-1.44252	-0.99481	-2.36410	-1.53782	-1.73015	-0.86210	-1.02347	-0.76452	-5.37989	29.26835	-3.14925	-7.29056	-52.05781	-49.73695	2.75642	4.38669	-50.03800	-10.75314	-23.62430	-33.32962	-1.04482	-1.01726	-0.75577	0.29440	0.28722	-7.51102	-0.78960	-0.93754	0.28447	0.27908	-7.67957	1.96595	-2.39549	-2.29494	-6.57313	2.05290	-1.01474	-1.54736	27.79596
248296_at	-4.78145	0.86967	-4.98841	5.44452	-1.68544	2.69711	1.68489	0.77891	0.81774	-2.84840	2.58087	-1.85350	1.75887	2.96336	-8.67548	-7.14166	-1.40518	-7.77483	3.50529	-2.86941	-12.05379	4.48320	1.23080	1.16553	0.96197	1.12262	5.09172	0.84832	0.63641	-1.33029	-94.61417	37.42888	-1.13255	1.85669	1.65479	-1.59697	-3.95974	-1.28282	1.07120	-3.59457	1.53356	0.88465	-8.49653	-2.01121	1.63983	-1.99568	1.28018	0.88698	19.14610	-2.62327	13.63946	-2.22056	0.76350	0.63487	0.65975	-0.98438	-3.56114	6.10753	0.67954	0.61790	-8.85786	1.31375	-1.18443	3.05882	4.78415	-2.78021	-2.42267	-0.60914	10.35483
248311_at	-0.66359	3.35250	1.93583	14.03338	-2.83289	3.37710	1.31522	1.58161	0.76848	4.81489	-1.43855	1.96184	3.08462	1.05482	186.45638	1.78969	5.02819	-5.37425	8.15750	-6.31671	-4.10837	-12.24233	0.89744	1.92997	2.89324	1.59375	2.39521	3.36332	1.90864	-1.20979	-7.92069	-3.42398	-1.15849	-0.92641	-2.27378	-0.64389	-0.98625	-1.44224	-1.90999	2.13650	2.74451	5.75228	1.83715	2.22501	19.37251	12.12677	1.05805	1.06824	2.79680	-1.25007	-1.46962	-4.44511	4.20713	-0.50281	-0.66855	5.06543	-1.21820	-2.45801	-1.05823	-1.54037	-3.97553	1.31235	0.57561	-3.20492	3.88733	-1.70384	5.58527	-0.92950	-2.11899
248371_at	1.94336	-0.41692	1.10267	45.74684	-5.73459	15.59324	5.81555	-0.66556	0.80580	1.62678	-0.85716	0.59294	25.76042	0.68582	-0.70427	-1.21654	-0.76475	-1.59228	0.88362	-0.55882	4.05782	-4.35764	0.85045	2.43308	1.15619	-13.43637	4.47341	1.44695	0.74029	-2.39916	1.55992	2.25132	2.13403	3.30322	-9.83862	1.29413	0.61012	1.88095	-1.11205	8.16179	-3.72916	1.34426	1.01133	-10.87873	-1.16318	-2.81615	-68.10112	4.76365	1.85309	-5.88495	-0.66601	-0.84642	-1.42674	1.03149	2.82283	-1.65844	1.01449	0.77940	-14.46212	-5.90037	-1.65092	-0.87747	3.03837	-7.41127	-5.77819	-0.18754	3.52370	-0.56117	-1.17925
248381_at	2.76527	-8.11398	2.39804	2.46338	-106.05114	2.24131	-6.32101	-1.98523	-1.54772	1.49369	0.85876	2.20467	1.54531	4.68946	-0.77124	1.00000	-3.74434	-28.00802	-44.36052	31.36363	2.25425	4.98353	2.08223	1.42595	2.45849	1.35288	2.09639	1.47377	2.64785	-0.44680	-7.69643	2.42033	-0.34030	-1.61317	6.42113	1.75687	-9.30698	7.02975	-0.97466	0.38206	2.91790	5.06467	0.46852	0.51005	5.88495	2.31836	1.82973	-1.57761	0.51812	1.46545	0.49840	0.73720	-1.08151	0.26747	0.27894	-2.57511	0.26963	0.30682	0.28586	0.32126	3.26604	130.42689	0.35339	-3.76090	2.33372	1.27350	-0.86404	-0.59403	2.02348
